Source,Title,Text,Date,Cluster,Theme,Category,Sentiment
https://t.me/UkraineNow,"**Зранку російська армія скинула вибухівку з БпЛА на автомобіль у Білозерці на Херсонщині**

49-річн",зранку російська армія скинула вибухівку бпла на автомобіль білозерці на херсонщині 49-річний чоловік отримав мінно-вибухову травму та контузію множинні уламкові поранення обличчя рук тулуба та стегна його шпиталізували ова ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/UkraineNow,"**Вночі росія атакувала Україну 1 балістичною ракетою та 145 ударними БпЛА**

Сили ППО збили 80 ""шах",вночі росія атакувала україну балістичною ракетою та 145 ударними бпла сили ппо збили 80 шахедів східних північних західних та центральних областях 42 безпілотники-імітатори локаційно втрачені без наслідків внаслідок атаки постраждали сумщина харківщина одещина донеччина та кіровоградщина ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/UkraineNow,"#герої #наЩиті 

Антон Пшеничний у свої 20 пішов захищати Україну в полк ""Азов"", брав участь у Широк",герої нащиті антон пшеничний свої 20 пішов захищати україну полк азов брав участь широкинській операції та обороні маріуполя боровся корупцією бердянську зокрема викривав злочини нардепа пономарьова коли розпочалося повномасштабне вторгнення 26 лютого 2022 року зі зброєю руках антон продовжив свій бойовий шлях як доброволець брав активну участь деокупації та бойових діях житомирській київській сумській харківській запорізькій донецькій областях квітні 2022 році отримав поранення під час деокупації дергачів але попри це вивів всю групу оточення лейтенант поліції антон пшеничний сармат загинув 13 березня 2025 року бою на торецькому напрямку від уламка артилерійського снаряду він сповна виконав свій обовязок перед державою та її громадянами та заслуговує на найвищу нагороди від тих за кого він так щиро боровся до останнього подиху написав побратим захисника підтримайте за посиланням ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/UkraineNow,"**На Рівненщині внаслідок нічної атаки рф поранено двоє людей**

Є незначні руйнування цивільної інф",на рівненщині внаслідок нічної атаки рф поранено двоє людей незначні руйнування цивільної інфраструктури повідомив голова ова олександр коваль тривога тривала 0324 до 0648 повітряні сили зсу фіксували рух російських бпла сусідніх областях ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/UkraineNow,"**Зеленський заявив, що результатом зустрічі з путіним має стати припинення вогню й обмін усіма поло",зеленський заявив що результатом зустрічі путіним має стати припинення вогню обмін усіма полоненими про це він сказав інтервю виданню liberation президент україни пояснив що путіним неможливо зараз дійти згоди щодо всього але сторони повинні знайти формат для припинення війни рф україні він додав що росіяни не довірятимуть українцям українці росіянам тож лише зовнішні посередники можуть гарантувати дотримання всіх домовленостей ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/UkraineNow,"**Захисники ліквідували за добу ще 1240 російських окупантів**

Загальні бойові втрати противника з ",захисники ліквідували за добу ще 1240 російських окупантів загальні бойові втрати противника 240222 по 140525 особового складу 969370 +1240 танків 10804 +2 броньованих машин 22501 +14 артсистем 27827 +47 рсзв 1382 +1 засоби ппо 1165 +3 літаків 372 гелікоптерів 335 бпла 35860 +82 крилаті ракети 3197 кораблікатери 28 підводні човни автотехніки+автоцистерн 48382 +126 спецтехніка 3884 ми,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,Труханов [хоче закрити](https://www.instagram.com/reel/DJizkjXoXXV/?igsh=d2NqY2VrNDF6bXV3) єдиний ін,труханов хоче єдиний інклюзивний пляжний комплекс калетон-безмеж для ветеранів одесі комплекс офіційно пройшов перевірки готовий до відкриття але попри це міська влада на чолі трухановим без пояснень чинять тиск на бізнес та ветеранів які під загрозою залишитись без роботи та місця відпочинку ветерани потребують справді якісних доступних безпечних пляжів але ця проросійська гнида знову влаштовує свавілля,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/lachentyt,"Посол європейського союзу в Україні, був на дні Європи 2025

Було [багато](https://x.com/igorlachenk",посол європейського союзу україні був на дні європи 2025 було цікавих людей які працюють посольствах або по різним програмам україні вони прям дуже емпатичні до нас не словом ділом приємно сьогодні було прокинутись побачити нові санкції на рашку від єс,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"Компанія «Стройінвест» Юрія Голика без конкуренції отримала **₴108,3 млн **на капітальний ремонт дит",компанія стройінвест юрія голика без конкуренції отримала 1083 млн на капітальний ремонт дитсадка 180 кривому розі вже вдруге 2021-му компанія вже ремонтувала садок межах великого будівництва але 2025-му старий договір розірвали проте компанія встигла освоїти майже 20 млн минулому місяці компанія повязана голиком без конкуренції отримала 776 млн на реконструкцію дитячої лікарні дніпрі просто ахуй хахахахахахах схоже ті хто був схемах великого будівництва та зробив собі мільярди на цьому ніколи не буде покараний при чинній владі,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"Ми завжди розгладаємо можливість введення вторинних санкцій проти РФ. Я не знаю, чи з'явиться Путін ",ми завжди розгладаємо можливість введення вторинних санкцій проти рф не знаю чи зявиться путін на переговорах стамбулі трамп,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"**Андрій Білоус, **якого звинувачують у домаганнях, пішов з посади директора Молодого театру.

КМДА ",андрій білоус якого звинувачують домаганнях пішов посади директора молодого театру кмда що заяву на звільнення за угодою сторін уже підписано,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"Гадаю, що все тільки починається 
Батальйон Відень, Монако та Лондон готуйтесь.",гадаю що все тільки починається батальйон відень монако та лондон готуйтесь,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"В Іспанії затримано Олега Гладковського (Свинарчука), екс-першого заступника секретаря РНБО. Його об",іспанії затримано олега гладковського свинарчука екс-першого заступника секретаря рнбо його обвинувачують завданні збитків державі на 174 млн грн набу затриманий спільно ексзаступником директором департаменту мо обвинувачується організації закупівлі вантажних автомобілів завищеними цінами що призвело до понад 17 млн грн збитків державі вирішується питання щодо екстрадиції особи до україни,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,🇪🇺 Посли ЄС схвалили 17-й пакет санкцій проти Росії. Паралельно схвалено додаткові санкції за поруше,посли єс схвалили 17-й пакет санкцій проти росії паралельно схвалено додаткові санкції за порушення прав людини гібридні втручання по всьому світу та розповсюдження хімічної зброї репортер радіо свобода йозвяк,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/lachentyt,"Ніхто не знає, як довго війна триватиме. Але не десять років. Україна не витримає... Це дорого кошту",ніхто не знає як довго війна триватиме але не десять років україна не витримає це дорого коштує для всіх не тільки для друзів але для ворогів зеленський,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Число жертв у Сумах зросло до двох. 
Ще 6 людей поранені. 

росіяни заслуговують [тільки на смерть.]",число жертв сумах зросло до двох ще людей поранені росіяни заслуговують тільки на,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"В Сумах один вбитий, семеро людей поранено, — МВА.

Росіяни [вдарили](https://suspilne.media/sumy/10",сумах один вбитий семеро людей поранено мва росіяни по обєкту промислової інфраструктури,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"На Курщині Несамовиті 110-ї ОБрТрО уразили 14 окупантів та 4 мотоцикли, якими вони їздили на штурми.",на курщині несамовиті 110-ї обртро уразили 14 окупантів та мотоцикли якими вони їздили на штурми все частіше на всіх ділянках фронту ворог штурмує на мотоциклах така мобільність дає їм певні успіхи найкращим засобом протидії дрони завдяки яким можна не лише проводити безпосереднє ураження завчасно мінувати дороги допоможіть нашим воїнам відбивати атаки донатьте на,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/ssternenko,"Воїни KOSCHEY GROUP збили ще 3 мерзотних розвідБПЛА🔪

2 Орлани та 1 Zala.

Неможливо переоцінити важ",воїни koschey group збили ще мерзотних розвідбпла орлани та zala неможливо переоцінити важливість зенітних дронів донатьте на небесний,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Після завершення візиту до Саудівської Аравії Трамп полетів у Катар. 

А якщо завтра у Туреччині буд",після завершення візиту до саудівської аравії трамп полетів катар якщо завтра туреччині буде путін може вирушити туди,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"9% добової норми русорізу станом на зараз🥲
росіяни виживуть, якщо не буде [твого донату!](https://se",добової норми русорізу станом на зараз росіяни виживуть якщо не буде твого,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Ще один спосіб підтримати русоріз — відкрити дружню банку в Monobank😎

Все дуже просто та швидко. По",ще один спосіб підтримати русоріз відкрити дружню банку monobank все дуже просто та швидко покрокова інструкція як це зробити на графіці 1000 3000 чи 50 000 гривень мету банки обирайте самостійно будь-яка сума важлива наближає дрон пику окупанта відкривайте свої та допомагайте спільноті зростати адже разом із нами зростає русоріз,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/ssternenko,"В Іспанії затримали колишнього першого заступника секретаря РНБО Олега Гладковського, — НАБУ. 

«Зат",іспанії затримали колишнього першого заступника секретаря рнбо олега гладковського набу затриманий спільно ексзаступником міністра оборони та директором департаменту міністерства оборони обвинувачується організації закупівлі межах державного оборонного замовлення вантажних автомобілів підвищеної прохідності за завищеними цінами що призвело до понад 17 млн грн збитків державі вирішується питання щодо екстрадиції особи до україни,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Трамп зустрівся з лідером Сирії Ахмедом аль-Шараа і заявив, що скасує санкції проти країни, аби «дат",трамп зустрівся лідером сирії ахмедом аль-шараа заявив що скасує санкції проти країни аби дати їм шанс на велич ізраїль виступав проти але за словами трампа наслідний принц саудівської аравії мухаммед бін салман та президент туреччини ердоган закликали його піти на цей крок для аль-шараа це значна перемога ще близько 20 років тому він перебував американській тюрмі друге фото,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Ще один Supercam упав🔪

Воїни [WU Samurai](https://t.me/wu_samurai) продовжують збивати розвідувальн",ще один supercam упав воїни wu продовжують збивати розвідувальні крила якими ворог намагається проводити розвідку наших позицій долучайтеся до небесного,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"Посли ЄС схвалили 17-й пакет санкцій проти росії, — європейський редактор Радіо Свобода Рікард Йозвя",посли єс схвалили 17-й пакет санкцій проти росії європейський редактор радіо свобода рікард йозвяк паралельно вони також затвердили додаткові санкції проти росії за порушення прав людини гібридні втручання по всьому світу та розповсюдження хімічної зброї upd санкції торкнуться майже 200 суден тіньового флоту рф включаючи танкери до списку включені 30 фірм що були залучені до обминання санкцій зокрема щодо використання товарів подвійного призначення також будуть застосовані індивідуальні санкції проти 75 осіб та компаній що повязані із російським впк,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"**“Apachi” працюють чітко.**
Вороже укриття? Тепер це братська могила.
Піхота? Після зустрічі з нами",apachi працюють чітко вороже укриття тепер це братська могила піхота після зустрічі нами вже статистика без гучних слів просто робота 81 оаембр ми не залишаємо шансів ми продовжуємо збирати кошти на поточний кожна гривня допоможе вбити підара apachi працює працює до кінця,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/ssternenko,"Якщо путін приїде у Стамбул, то результатом зустрічі має стати припинення вогню та обмін усіма полон",якщо путін приїде стамбул то результатом зустрічі має стати припинення вогню та обмін усіма полоненими зеленський президент зазначив що росіяни не довірятимуть українцям українці росіянам тож лише зовнішні посередники можуть гарантувати дотримання всіх домовленостей,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,"😒Сьогодні вранці ми дізналися погану новину — росіяни, на жаль, досі є живі. Це мерзенно та огидно. ",сьогодні вранці ми дізналися погану новину росіяни на жаль досі живі це мерзенно та огидно так не має бути для винищення росіян негайно діліться ранковою,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/ssternenko,На Рівненщині внаслідок російської атаки БПЛА поранені двоє людей. Є незначні руйнування цивільної і,на рівненщині внаслідок російської атаки бпла поранені двоє людей незначні руйнування цивільної інфраструктури ова нікопольщину росіяни атакували fpv-дронами та артилерією люди не постраждали пошкоджені магазини лабораторія багатоквартирний будинок лінія електропередач,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,**Банки можуть пом’якшити ліміти на Р2Р перекази після створення реєстру дропів **– НАБУ. [**__ㅤ__**,банки можуть помякшити ліміти на р2р перекази після створення реєстру дропів набу про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,❗️**BTC-резерву в Україні бути. **Інформацію про створення стратегічного BTC-резерву в Україні підтв,btc-резерву україні бути інформацію про створення стратегічного btc-резерву україні підтвердив нардеп железняк він повідомив що найближчим часом планує подати відповідний законопроєкт поки що текст перебуває на стадії доопрацювання про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,Трамп: **Сьогодні можуть з’явитися новини щодо росії та України**. [**__ㅤ__**](https://t.me/+U5UEb9-,трамп сьогодні можуть зявитися новини щодо росії та україни про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,neutral
https://t.me/business_ua,"**Угода про ресурси, яку Трамп уклав з Україною, не приведе до безпосереднього видобутку корисних ко",угода про ресурси яку трамп уклав україною не приведе до безпосереднього видобутку корисних копалин щонайменше протягом 10-15 років financial times ця угода також потребуватиме величезних інвестицій приватного сектору для запуску проєктів про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,**Український парламент планує запустити національний стратегічний BTC-резерв за підтримки Binance**,український парламент планує запустити національний стратегічний btc-резерв за підтримки binance чутки соцмережі забирайте безкоштовний бонус 4000$ від найбільшої криптобіржи за реєстрацію про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,"В Україні продукти подорожчали від 10% до 270% за рік, — Держстат. [@beneficiarua](https://t.me/+kwE",україні продукти подорожчали від 10 до 270 за рік держстат,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,positive
https://t.me/business_ua,"**Фон дер Ляєн привітала погодження 17 пакета санкцій проти росії.**

Ми ще більше обмежуємо доступ ",фон дер ляєн привітала погодження 17 пакета санкцій проти росії ми ще більше обмежуємо доступ до бойових технологій також додали до списку ще 189 суден тіньового флоту щоб вдарити по енергетичному експорту росії повідомила президентка єврокомісії про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,**❗️В Парижі невідомі намагалися викрасти 34-х річну доньку глави криптоплатформи Paymium П'єра Нуаз,парижі невідомі намагалися викрасти 34-х річну доньку глави криптоплатформи paymium пєра нуаза разом її 2х-річною дитиною викрадачам завадили чоловік дівчини та перехожі повідомляється що це вже пята спроба викрадення повязаних із криптою людей метою викупу франції цього року про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,"**ЄС схвалив 17-й пакет санкцій проти росії ,** — AFP.

[Про Бізнес](https://t.me/+vUWj6d_8FtgyMmJi)",єс схвалив 17-й пакет санкцій проти росії afp про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
https://t.me/business_ua,"**ЄС уже з 6 червня може запровадити підвищені мита на українські товари,** — [FT.](https://www.ft.c",єс уже червня може запровадити підвищені мита на українські товари про,2025-05-14,-1,-1_україна_санкція_росіянин_росія,політика,negative
